track_title;track_n;album;year;lyric
World Gone Wrong;1;World gone wrong;1993;"Strange things have happened, like never before My baby told me I would have to go I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong Feel bad this morning, ain't got no home No use in worrying, 'cause the world gone wrong I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong I told you, baby, right to your head If I didn't leave you I would have to kill you dead I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong I tried to be loving and treat you kind But it seems like you never right, you got no loyal mind I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong If you have a woman and she don't treat you kind Praise the Good Lord to get her out of your mind I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong Said, when you been good now, can't do no more Just tell her kindly, ""there is the front door."" I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong Pack up my suitcase, give me my hat No use to ask me, baby, 'cause I'll never be back I can't be good no more, once like I did before I can't be good, baby Honey, because the world's gone wrong"
Love Henry;2;World gone wrong;1993;"""Get down, get down, Love Henry,"" she cried ""And stay all night with me I have gold chains, and the finest I have I'll apply them all to thee."" ""I can't get down and I shan't get down Or stay all night with thee Some pretty little girl in Cornersville I love far better than thee."" He layed his head on a pillow of down Kisses she gave him three With a penny knife that she held in her hand She murdered mortal he Instrumental ""Get well, get well, Love Henry, "" She cried ""Get well, get well,"" said she ""Oh don't you see my own heart's blood Come flowin' down so free?"" She took him by his long yellow hair And also by his feet She plunged him into well water, where It runs both cold and deep ""Lie there, lie there, Love Henry,"" she cried ""Til the flesh rots off your bones Some pretty little girl in Cornersville Will mourn for your return."" Instrumental ""Hush up, hush up, my parrot,"" she cried ""And light on my right knee The doors to your cage shall be decked with gold And hung on a willow tree."" ""I won't fly down, I can't fly down And light on your right knee A girl who would murder her own true love Would kill a little birdlike me."""
Ragged and Dirty;3;World gone wrong;1993;Lord I'm broke, I'm hungry, ragged and dirty too Broke and hungry, ragged and dirty too If I clean up sweet mama Can I stay all night with you? Lord, I went to my window, babe I couldn't see through my blinds Went to my window, babe I couldn't see through my blinds Heard my best friend coming around I thought I heard my baby cry Lord, if I can't come in here, baby then just let me sit down in your door If I can't come in here baby then just let me sit down in your door And I would leave so soon That your man won't never know How can I live here baby, Lord and feel at ease ? How can I live here baby, Lord and feel at ease ? Well, that woman I got, man She do just what she feels Lord you shouldn't mistreat me, baby because I'm young and wild Shouldn't mistreat me, baby, because I'm young and wild You must always remember Baby, you was once a child 'Cause I'm leaving in the morning, if I have to ride the blind Leaving in the morning, if I have to ride the blinds Well, I've been mistreated And I swear, I don't mind dyin'
Blood in My Eyes;4;World gone wrong;1993;"Woke up this morning, feeling blue Seen a good-looking girl, can I make love with you? Hey, hey, babe, I got blood in my eyes for you Hey, hey, babe, I got blood in my eyes for you I got blood in my eyes for you, babe I don't care what in the world you do I went back home, put on my tie Going to get that girl that money that money will buy Hey, hey, babe, I got blood in my eyes for you Hey, hey, babe, I got blood in my eyes for you I got blood in my eyes for you, babe I don't care what in the world you do She looked at me, begin to smile Said, ""Hey, hey, man, can't you wait a little while?"" No, no, babe, I got blood in my eyes for you No, no, babe, I got blood in my eyes for you Got blood in my eyes for you, babe I don't care what in the world you do No, no, mama, I can't wait You got my money, now you're trying to break this date Hey, hey, babe, I got blood in my eyes for you Hey, hey, babe, I got blood in my eyes for you I got blood in my eyes for you, babe I don't care what in the world you do I tell you something, tell you the facts You don't want me, give my money back Hey, hey, babe, I got blood in my eyes for you Hey, hey, babe, I got blood in my eyes for you I got blood in my eyes for you, babe I don't care what in the world you do"
Broke Down Engine;5;World gone wrong;1993;Feel like a broke-down engine, ain't got no drivin' wheel Feel like a broke-down engine, ain't got no drivin' wheel You all been down and lonesome, you know just how a poor man feels Been shooting craps and gambling, momma, and I done got broke Been shooting craps and gambling, momma, and I done got broke I done pawned my pistol, baby, my best clothes been sold Lordy, Lord, Lordy, Lord, Lordy, Lord, Lordy, Lord Lordy, Lord I went down in my praying ground, fell on my bended knees I went down in my praying ground, fell on my bended knees I ain't cryin' for no religion, Lord, give me back my good gal please If you give me back my baby, I won't worry you no more Give me back my baby, I won't worry you no more Don't have to put her in my house, Lordy, just lead her to my door Can't you hear me, baby, rappin' on your door? Can't you hear me, baby, rappin' on your door? Now you hear me tappin', tappin' across your floor Feel like a broke-down engine, ain't got no drive at all Feel like a broke-down engine, ain't got no drive at all What make me love my woman, she can really do the Georgia Crawl Feel like a broke-down engine, ain't got no whistle or bell Feel like a broke-down engine, ain't got no whistle or bell If you're a real hot momma, come take away Daddy's weeping spell
Delia;6;World gone wrong;1993;"Delia was a gambling girl, gambled all around Delia was a gambling girl, she laid her money down All the friends I ever had are gone Delia's dear ol' mother took a trip out West When she returned, little Delia gone to rest All the friends I ever had are gone Delia's daddy weeped, Delia's momma moaned Wouldn't have been so bad if the poor girl died at home All the friends I ever had are gone Curtis' looking high, Curtis' looking low He shot poor Delia down with a cruel forty-four All the friends I ever had are gone High up on the housetops, high as I can see Looking for them rounders, looking out for me All the friends I ever had are gone Men in Atlanta, tryin' to pass for white Delia's in the graveyard, boys, six feet out of sight All the friends I ever had are gone Judge says to Curtis, ""What's this noise about?"" ""All about them rounders, Judge, tryin' to cut me out."" All the friends I ever had are gone Curtis said to the judge, ""What might be my fine?"" Judge says, ""Poor boy, you got ninety-nine."" All the friends I ever had are gone Curtis' in the jail house, drinking from an old tin cup Delia's in the graveyard, she ain't gettin' up All the friends I ever had are gone Delia, oh Delia, how can it be? You loved all them rounders, never did love me All the friends I ever had are gone"
Stack A Lee;7;World gone wrong;1993;"Hawlin Alley on a dark and drizzly night Billy Lyons and Stack-A-Lee had one terrible fight All about that John B. Stetson hat Stack-A-Lee walked to the bar-room, and he called for a glass of beer Turned around to Billy Lyons, said, ""What are you doin' here?"" ""Waitin' for a train, please bring my woman home ""Stack-A-Lee, oh Stack-A-Lee. please don't take my life Got three little children and a-weepin', lovin' wife You're a bad man, bad man, Stack-A-Lee."" ""God bless your children and I'll take care of your wife You stole my John B., now I'm bound to take your life."" All about that John B. Stetson hat Stack-A-Lee turned to Billy Lyons and he shot him right through the head Only taking one shot to kill Billy Lyons dead All about that John B. Stetson hat Sent for the doctor, well the doctor he did come Just pointed out Stack-A-Lee, said, ""Now what have you done?"" You're a bad man, bad man, Stack-A-Lee."" Six big horses and a rubber-tired hack Taking him to the cemetery, buy they failed to bring him back All about that John B. Stetson hat Hawlin Alley, thought I heard the bulldogs bark It must have been old Stack-A-Lee stumbling in the dark He's a bad man, gonna land him right back in jail High police walked on to Stack-A-Lee, he was lying fast asleep High police walked on to Stack-A-Lee, and he jumped forty feet He's a bad man, gonna land him right back in jail Well they got old Stack-A-Lee and they laid him right back in jail Couldn't get a man around to go Stack-A Lee's bail All about that John B. Stetson hat Stack-A-Lee turned to the jailer, he said, ""Jailer, I can't sleep 'Round my bedside Billy Lyons began to creep."" All about that John B. Stetson hat"
Two Soldiers;8;World gone wrong;1993;"He was just a blue-eyed Boston boy His voice was low with pain ""I'll do your bidding, comrade mine If I ride back again But if you ride back and I am left You'll do as much for me Mother, you know, must hear the news So write to her tenderly ""She's waiting at home like a patient saint Her fond face pale with woe Her heart will be broken when I am gone I'll see her soon, I know."" Just then the order came to charge For an instance hand touched hand They said, ""Aye,"" and away they rode That brave and devoted band Straight was the track to the top of the hill The rebels they shot and shelled Plowed furrows of death through the toiling ranks And guarded them as they fell There soon came a horrible dying yell From heights that they could not gain And those whom doom and death had spared Rode slowly back again But among the dead that were left on the hill Was the boy with the curly hair The tall dark man who rode by his side Lay dead beside him there There's no one to write to the blue-eyed girl The words that her lover had said Momma, you know, awaits the news And she'll only know he's dead"
Jack-A-Roe;9;World gone wrong;1993;"Oh, there was a wealthy merchant, in London he did dwell He had a lovely daughter, the truth to you I'll tell Oh, the truth to you I'll tell She had sweethearts a-plenty and men of high degree There was none but Jackie Frazier, her true love e'er to be Oh, her true love e'er to be ""Oh daughter, oh daughter, your body I will confine If none but Jack the sailor would ever suit your mind Oh, would ever suit your mind ""This body you may imprison, my heart you can't confine There's none but Jack the sailor would have this heart of mine Oh, would have this heart of mine Now Jackie's gone sailing with trouble on his mind To leave his native country and his darling girl behind Oh, his darling girl behind She went into the tailor shop and dressed in men's array Then she went into the vessel to convey herself away Oh, convey herself away ""Before you step onboard, sir, your name I'd like to know."" She smiled all in her countenance, said, ""They call me Jack-A-Roe Oh, they call me Jack-A-Roe."" ""Your waist is light and slender, your fingers neat and small Your cheeks too red and rosy for to face the cannonball Oh, to face the cannonball ""I know my waist is slender and my fingers they are small But they would not make me tremble for to see ten thousand fall Oh, to see ten thousand fall."" The war soon being over, they hunted all around Among the dead and dying her darling love she found Oh, her darling love she found She picked him up all in her arms and carries him to town And sent for her physician to quickly heal his wounds Oh, to quickly heal his wounds This couple, they got married, so well they did agree This couple they got married, so why not you and me Oh, so why not you and me"
Lone Pilgrim;10;World gone wrong;1993;I came to the place where the lone pilgrim lay And pensively stood by his tomb When in a low whisper I heard something say: How sweetly I sleep here alone The tempest may howl and the loud thunder roar And gathering storms may arise But calm is my feeling, at rest is my soul The tears are all wiped from my eyes The call of my master compelled me from home No kindred or relative nigh I met the contagion and sank to the tomb My soul flew to mansions on high Go tell my companion and children most dear To weep not for me now I'm gone The same hand that led me through seas most severe Has kindly assisted me home
Love Sick;1;Time out of mind;1997;"I'm walking through streets that are dead Walking, walking with you in my head My feet are so tired, my brain is so wired And the clouds are weeping Did I hear someone tell a lie? Did I hear someone's distant cry? I spoke like a child; you destroyed me with a smile While I was sleeping I'm sick of love but I'm in the thick of it This kind of love I'm so sick of it I see, I see lovers in the meadow I see, I see silhouettes in the window I watch them 'till they're gone and they leave me hanging on To a shadow I'm sick of love; I hear the clock tick This kind of love; I'm lovesick Sometimes the silence can be like the thunder Sometimes I want to take to the road and plunder Could you ever be true? I think of you And I wonder I'm sick of love; I wish I'd never met you I'm sick of love; I'm trying to forget you Just don't know what to do I'd give anything to be with you"
Dirt Road Blues;2;Time out of mind;1997;Gone walk down that dirt road, 'til someone lets me ride Gone walk down that dirt road, 'til someone lets me ride If I can't find my baby, I'm gonna run away and hide I have been pacing around the room hoping maybe she'd come back Pacing around the room hoping maybe she'd come back Well, I have been praying for salvation laying 'round in a one-room country shack Gone walk down that dirt road until my eyes begin to bleed Gone walk down that dirt road until my eyes begin to bleed 'Till there's nothing left to see, 'tell the chains have been shattered And I've been freed I been looking at my shadow, I have been watching the colors up above Looking at my shadow watching the colors up above Rolling through the rain and hail, looking for the sunny side of love Gone walk on down that dirt road 'till I'm right beside the sun Gone walk on down until I'm right beside the sun I'm gonna have to put up a barrier to keep myself away from everyone
Standing in the Doorway;3;Time out of mind;1997;I'm walking through the summer nights The jukebox playing low Yesterday everything was going too fast Today it's moving too slow I got no place left to turn I got nothing left to burn Don't know if I saw you if I would kiss you or kill you It probably wouldn't matter to you anyhow You left me standing in the doorway, crying I got nothing to go back to now The light in this place is so bad Making me sick in the head All the laughter is just making me sad The stars have turned cherry red I'm strumming on my gay guitar Smoking a cheap cigar The ghost of our old love has not gone away Don't look it like it will anytime soon You left me standing in the doorway, crying Under the midnight moon Maybe they'll get me and maybe they won't But not tonight and it won't be here There are things I could say, but I don't I know the mercy of God must be near I've been riding a midnight train Got ice water in my veins I would be crazy if I took you back It would go up against every rule You left me standing in the doorway, crying Suffering like a fool When the last rays of daylight go down Buddy, you'll roll no more I can hear the church bells ringing in the yard I wonder who they're ringing for I know I can't win But my heart just won't give in Last night I danced with a stranger But she just reminded me you were the one You left me standing in the doorway, crying In the dark land of the sun I eat when I'm hungry, drink when I'm dry And live my life on the square And even if the flesh falls off of my face I know someone will be there to care It always means so much Even the softest touch I see nothing to be gained by any explanation There's no words that need to be said You left me standing in the doorway, crying Blues wrapped around my head
Million Miles;4;Time out of mind;1997;"You took a part of me that I really miss I keep asking myself how long it can go on like this You told yourself a lie, that's all right mama I told myself one too I'm trying to get closer but I'm still a million miles from you You took the silver, you took the gold You left me standing out in the cold People ask about you, I didn't tell them everything I knew Well, I'm trying to get closer but I'm still a million miles from you I'm drifting in and out of dreamless sleep Throwing all my memories in a ditch so deep Did so many things I never did intend to do Well, I'm trying to get closer but I'm still a million miles from you I need your love so bad, turn your lamp down low I need every bit of it for the places that I go Sometimes I wonder just what it's all coming to Well, I'm trying to get closer but I'm still a million miles from you Well, I don't dare close my eyes and I don't dare wink Maybe in the next life I'll be able to hear myself think Feel like talking to somebody but I just don't know who Well, I'm trying to get closer but I'm still a million miles from you The last thing you said before you hit the street “Gonna find me a janitor to sweep me off my feet”I said, “That's all right mama you  you do what you gotta do” Well, I'm trying to get closer. I'm still a million miles from you Rock me, pretty baby; rock me 'till everything gets real Rock me for a little while; rock me 'till there's nothing left to feel And I'll rock you too I'm trying to get closer but I'm still a million miles from you Well, there's voices in the night trying to be heard I'm sitting here listening to every mind-polluting word I know plenty of people who would put me up for a day or two Yes, I'm trying to get closer but I'm still a million miles from you"
Tryin' to Get to Heaven;5;Time out of mind;1997;The air is getting hotter There's a rumbling in the skies I've been wading through the high muddy water With the heat rising in my eyes Every day your memory grows dimmer It doesn't haunt me like it did before I've been walking through the middle of nowhere Trying to get to heaven before they close the door When I was in Missouri They would not let me be I had to leave there in a hurry I only saw what they let me see You broke a heart that loved you Now you can seal up the book and not write anymore I've been walking that lonesome valley Trying to get to heaven before they close the door People on the platforms Waiting for the trains I can hear their hearts a-beatin' Like pendulums swinging on chains I tried to give you everything That your heart was longing for I'm just going down the road feeling bad Trying to get to heaven before they close the door I'm going down the river Down to New Orleans They tell me everything is gonna be all right But I don't know what “all right” even means I was riding in a buggy with Miss Mary-Jane Miss Mary-Jane got a house in Baltimore I been all around the world, boys Now I'm trying to get to heaven before they close the door Gonna sleep down in the parlor And relive my dreams I'll close my eyes and I wonder If everything is as hollow as it seems Some trains don't pull no gamblers No midnight ramblers like they did before I been to Sugar Town, I shook the sugar down Now I'm trying to get to heaven before they close the door
Til I Fell in Love with You;6;Time out of mind;1997;Well, my nerves are exploding and my body's tense I feel like the whole world got me pinned up against the fence I've been hit too hard, I've seen too much Nothing can heal me now, but your touch I don't know what I'm gonna do I was all right 'till I fell in love with you Well, my house is on fire, burning to the sky I thought it would rain but the clouds passed by Now I feel like I'm coming to the end of my way But I know God is my shield and he won't lead me astray Still I don't know what I'm gonna do I was all right 'till I fell in love with you Boys in the street beginning to play Girls like birds flying away When I'm gone you will remember my name I'm gonna win my way to wealth and fame I don't know what I'm gonna do I was all right 'till I fell in love with you Junk is piling up, taking up space My eyes feel like they're falling off my face Sweat falling down, I'm staring at the floor I'm thinking about that girl who won't be back no more I don't know what I'm gonna do I was all right 'till I fell in love with you Well, I'm tired of talking, I'm tired of trying to explain My attempts to please you were all in vain Tomorrow night before the sun goes down If I'm still among the living, I'll be Dixie bound I just don't know what I'm gonna do I was all right 'till I fell in love with you
Not Dark Yet;7;Time out of mind;1997;Shadows are falling And I've been here all day It's too hot to sleep And time is running away Feel like my soul has Turned into steel I've still got the scars That the sun didn't heal There's not even room enough To be anywhere It's not dark yet But it's getting there Well, my sense of humanity Has gone down the drain Behind every beautiful thing There's been some kind of pain She wrote me a letter And she wrote it so kind She put down in writing What was in her mind I just don't see why I should even care It's not dark yet But it's getting there Well, I've been to London And I've been to gay Paris I've followed the river And I got to the sea I've been down on the bottom Of a world full of lies I ain't looking for nothing In anyone's eyes Sometimes my burden Is more than I can bear It's not dark yet But it's getting there NA I was born here, and I'll die here Against my will I know it looks like I'm moving But I'm standing still Every nerve in my body Is so vacant and numb I can't even remember what it was I came here to get away from Don't even hear a murmur of a prayer It's not dark yet But it's getting there
Cold Irons Bound;8;Time out of mind;1997;I'm beginning to hear voices and there's no one around Well, I'm all used up and the fields have turned brown I went to church on Sunday and she passed by My love for her is taking such a long time to die I'm waist deep, waist deep in the mist It's almost like, almost like I don't exist I'm twenty miles out of town in cold irons bound The walls of pride are high and wide Can't see over to the other side It's such a sad thing to see beauty decay It's sadder still to feel your heart torn away One look at you and I'm out of control Like the universe has swallowed me whole I'm twenty miles out of town in cold irons bound There's too many people, too many to recall I thought some of 'm were friends of mine, I was wrong about 'm all Well, the road is rocky and the hillside's mud Up over my head nothing but clouds of blood I found my world, found my world in you But your love just hasn't proved true I'm twenty miles out of town in cold irons bound Twenty miles out of town in cold irons bound Oh, the winds in Chicago have torn me to shreds Reality has always had too many heads Some things last longer than you think they will There are some kind of things you can never kill It's you and you only I been thinking about But you can't see in and it's hard lookin' out I'm twenty miles out of town in cold irons bound Well the fat's in the fire and the water's in the tank The whiskey's in the jar and the money's in the bank I tried to love and protect you because I cared I'm gonna remember forever the joy that we shared Looking at you and I'm on my bended knee You have no idea what you do to me I'm twenty miles out of town in cold irons bound Twenty miles out of town in cold irons bound
Make You Feel My Love;9;Time out of mind;1997;When the rain is blowing in your face And the whole world is on your case I could offer you a warm embrace To make you feel my love When the evening shadows and the stars appear And there is no one there to dry your tears I could hold you for a million years To make you feel my love I know you haven't made your mind up yet But I would never do you wrong I've known it from the moment that we met No doubt in my mind where you belong I'd go hungry, I'd go black and blue I'd go crawling down the avenue There's nothing that I wouldn't do To make you feel my love The storms are raging on the rolling sea And on the highway of regret The winds of change are blowing wild and free You ain't seen nothing like me yet I could make you happy, make your dreams come true Nothing that I wouldn't do Go to the ends of the earth for you To make you feel my love
Can't Wait;10;Time out of mind;1997;I can't wait, wait for you to change your mind It's late, I'm trying to walk the line Well, it's way past midnight and there are people all around Some on their way up, some on their way down The air burns and I'm trying to think straight And I don't know how much longer I can wait I'm your man, I'm trying to recover the sweet love that we knew You understand that my heart can't go on beating without you Well, your loveliness has wounded me, I'm reeling from the blow I wish I knew what it was keeps me loving you so I'm breathing hard, standing at the gate But I don't know how much longer I can wait Skies are grey, I'm looking for anything that will bring a happy glow Night or day, it doesn't matter where I go anymore, I just go If I ever saw you coming I don't know what I would do I'd like to think I could control myself, but it isn't true That's how it is when things disintegrate And I don't know how much longer I can wait I'm doomed to love you, I've been rolling through stormy weather I'm thinking of you and all the places we could roam together It's mighty funny, the end of time has just begun Oh, honey, after all these years you're still the one While I'm strolling through the lonely graveyard of my mind I left my life with you somewhere back there along the line I thought somehow that I would be spared this fate But I don't know how much longer I can wait
Highlands;11;Time out of mind;1997;Well my heart's in the Highlands gentle and fair Honeysuckle blooming in the Wildwood air Bluebells blazing where the Aberdeen waters flow Well my heart's in the Highland I'm gonna go there when I feel good enough to go Windows were shaking' all night in my dreams Everything was exactly the way that it seems Woke up this morning and I looked at the same old page Same ol' rat race Life in the same oil' cage I don't want nothing from anyone, ain't that much to take Wouldn't know the difference between a real blonde and a fake Feel like a prisoner in a world of mystery I wish someone would come And push back the clock for me Well my heart's in the Highlands wherever I roam That's where I'll be when I get called home The wind, it whispers to the buckeyed trees in rhyme Well my heart's in the Highland I can only get there one step at a time I'm listening to Neil Young, I gotta turn up the sound Someone's always yelling turn it down Feel like I'm drifting Drifting from scene to scene I'm wondering what in the devil could it all possibly mean? Insanity is smashing up against my soul You can say I was on anything but a roll If I had a conscience, well, I just might blow my top What would I do with it anyway Maybe take it to the pawn shop My heart's in the Highlands at the break of dawn By the beautiful lake of the Black Swan Big white clouds like chariots that swing down low Well my heart's in the Highlands Only place left to go I'm in Boston town, in some restaurant I got no idea what I want Well, maybe I do but I'm just really not sure Waitress comes over Nobody in the place but me and her It must be a holiday, there's nobody around She studies me closely as I sit down She got a pretty face and long white shiny legs She says, “What'll it be?” I say, “I don't know, you got any soft boiled eggs?” She looks at me, says, “I'd bring you some But we're out of 'm, you picked the wrong time to come” Then she says, “I know you're an artist, draw a picture of me!” I say, “I would if I could, but I don't do sketches from memory” “Well,” she says, “I'm right here in front of you, or haven't you looked?” I say, “All right, I know, but I don't have my drawing book!” She gives me a napkin, she says, “You can do it on that” I say, “Yes I could, but I don't know where my pencil is at!” She pulls one out from behind her ear She says, “All right now, go ahead, draw me, I'm standing right here” I make a few lines and I show it for her to see Well she takes the napkin and throws it back And says, “That don't look a thing like me!” I said, “Oh, kind Miss, it most certainly does” She says, “You must be joking'.” I say, “I wish I was!” Then she says, “You don't read women authors, do you?” Least that's what I think I hear her say “Well,” I say, “how would you know and what would it matter anyway?” “Well,” she says, “you just don't seem like you do!” I said, “You're way wrong” She says, “Which ones have you read then?” I say, “I read Erica Jong!” She goes away for a minute And I slide up out of my chair I step outside back to the busy street but nobody's going anywhere Well my heart's in the Highlands with the horses and hounds Way up in the border country, far from the towns With the twang of the arrow and a snap of the bow My heart's in the Highlands Can't see any other way to go Every day is the same thing out the door Feel further away than ever before Some things in life, it gets too late to learn Well, I'm lost somewhere I must have made a few bad turns I see people in the park forgetting their troubles and woes They're drinking and dancing, wearing bright-colored clothes All the young men with their young women looking so good Well, I'd trade places with any of them In a minute, if I could I'm crossing the street to get away from a mangy dog Talking to myself in a monologue I think what I need might be a full-length leather coat Somebody just asked me If I registered to vote The sun is beginning to shine on me But it's not like the sun that used to be The party's over and there's less and less to say I got new eyes Everything looks far away Well, my heart's in the Highlands at the break of day Over the hills and far away There's a way to get there and I'll figure it out somehow But I'm already there in my mind And that's good enough for now
Tweedle Dee & Tweedle Dum;1;Love and theft;2001;Tweedle-dee Dum and Tweedle-dee Dee They're throwing knives into the tree Two big bags of dead man's bones Got their noses to the grindstones Living in the Land of Nod Trustin' their fate to the Hands of God They pass by so silently Tweedle-dee Dum and Tweedle-dee Dee Well, they're going to the country, they're gonna retire They're taking a street car named Desire Looking in the window at the pecan pie Lot of things they'd like they would never buy Neither one gonna turn and run They're making a voyage to the sun “His Master's voice is calling me” Says Tweedle-dee Dum to Tweedle-dee Dee Tweedle-dee Dee and Tweedle-dee Dum All that and more and then some They walk among the stately trees They know the secrets of the breeze Tweedle-dee Dum said to Tweedle-dee Dee “Your presence is obnoxious to me” They're like babies sittin' on a woman's knee Tweedle-dee Dum and Tweedle-dee Dee Well, the rain beating down on my window pane I got love for you and it's all in vain Brains in the pot, they're beginning to boil They're dripping with garlic and olive oil Tweedle-dee Dee—he's on his hands and his knees Saying, “Throw me somethin', Mister, please” “What's good for you is good for me” Says Tweedle-dee Dum to Tweedle-dee Dee Well, they're living in a happy harmony Tweedle-dee Dum and Tweedle-dee Dee They're one day older and a dollar short They've got a parade permit and a police escort They're lying low and they're makin' hay They seem determined to go all the way They run a brick-and-tile company Tweedle-dee Dum and Tweedle-dee DeeWell a childish dream is a deathless need And a noble truth is a sacred dream My pretty baby, she's lookin' around She's wearin' a multi-thousand dollar gown Tweedle-dee Dee is a lowdown, sorry old man Tweedle-dee Dum, he'll stab you where you stand “I've had too much of your company,” Says Tweedle-dee Dum to Tweedle-dee Dee
Mississippi;2;Love and theft;2001;"Every step of the way we walk the line Your days are numbered, so are mine Time is piling' up, we struggle and we scrape We're all boxed in, nowhere to escape City's just a jungle; more games to play Trapped in the heart of it, trying' to get away I was raised in the country, I been working' in the town I been in trouble ever since I set my suitcase down Got nothing' for you, I had nothing' before Don't even have anything for myself anymore Sky full of fire, pain pouring' down Nothing you can sell me, I'll see you around All my powers of expression and thoughts so sublime Could never do you justice in reason or rhyme Only one thing I did wrong Stayed in Mississippi a day too long Well, the devil's in the alley, mule's in the stall Say anything you wanna, I have heard it all I was thinking' 'bout the things that Rosie said I was dreaming I was sleeping' in Rosie's bed Walking through the leaves, falling from the trees Feeling like a stranger nobody sees So many things that we never will undo I know you're sorry, I'm sorry too Some people will offer you their hand and some won't Last night I knew you, tonight I don't I need something strong to distract my mind I'm gonna look at you 'til my eyes go blind Well I got here following' the southern star I crossed that river just to be where you are Only one thing I did wrong Stayed in Mississippi a day too long Well my ship's been split to splinters and it's sinking' fast I'm drowning in the poison, got no future, got no past But my heart is not weary, it's light and it's free I've got nothing but affection for all those who've sailed with me Everybody moving if they ain't already there Everybody got to move somewhere Stick with me baby, stick with me anyhow Things should start to get interesting' right about now My clothes are wet, tight on my skin Not as tight as the corner that I painted myself in I know that fortune is waiting' to be kind So give me your hand and say you'll be mine Well, the emptiness is endless, cold as the clay You can always come back, but you can't come back all the way Only one thing I did wrong Stayed in Mississippi a day too long"
Summer Days;3;Love and theft;2001;Summer days, summer nights are gone Summer days and the summer nights are gone I know a place where there's still something going on I got a house on a hill, I got hogs out in the mud I got a house on a hill, I got hogs all out in the mud Got a long-haired woman, she got royal Indian blood Everybody get ready to lift up your glasses and sing Everybody get ready to lift up your glasses and sing Well, I'm standing on the table, I'm proposing a toast to the king Well I'm driving in the flats in a Cadillac car The girls all say, “You're a worn-out star” My pockets are loaded and I'm spending every dime How can you say you love someone else when you know it's me all the time? Well, the fog's so thick you can't spy the land The fog is so thick that you can't even spy the land What good are you anyway, if you can't stand up to some old businessman? Wedding bells are ringing, the choir is beginning to sing Yes, the wedding bells are ringing and the choir's beginning to sing What looked good in the day, at night is another thing She's looking into my eyes, she's-a holding my hand She looking into my eyes, she's holding my hand She said, “You can't repeat the past,” I said, “You can't? What do you mean You can't? Of course you can.” Where do you come from? Where do you go? Sorry that's nothing you would need to know Well, my back has been to the wall for so long, it seems like it's stuck Why don't you break my heart one more time just for good luck? I got eight carburetors, boys I'm using 'em all Well, I got eight carburetors and boys, I'm using 'em all I'm short on gas, my motor's starting to stall My dogs are barking, there must be someone around My dogs are barking, there's must be someone around I got my hammer ringing, pretty baby, but the nails ain't going down You got something to say, speak or hold your peace Well, you got something to say, speak now or hold your peace If it's information you want you can go get it from the police Politician's got on his jogging shoes He must be running for office, got no time to lose He's sucking the blood out of the genius of generosity You been rolling your eyes—you been teasing me Standing by God's river, my soul is beginning to shake Standing by God's river, my soul is beginning to shake I'm counting on you love, to give me a break Well, I'm leaving in the morning as soon as the dark clouds lift Yes, I'm leaving in the morning just as soon as the dark clouds lift Gonn' break the roof in—set fire to the place as a parting gift Summer days, summer nights are gone Summer days, summer nights are gone I know a place where there's still something going on
Bye and Bye;4;Love and theft;2001;Bye and bye, I'm breathin' a lover's sigh I'm sittin' on my watch so I can be on time I'm singin' love's praises with sugar-coated rhyme Bye and bye, on you I'm casting my eye I'm paintin' the town—swinging my partner around I know who I can depend on, I know who to trust I'm watchin' the roads, I'm studying the dust I'm paintin' the town making my last go-round Well, I'm scufflin' and I'm shufflin' and I'm walkin' on briars I'm not even acquainted with my own desires I'm rollin' slow—I'm doing all I know I'm tellin' myself I found true happiness That I've still got a dream that hasn't been repossessed I'm rollin' slow, goin' where the wild roses grow Well the future for me is already a thing of the past You were my first love and you will be my last Papa gone mad, mamma, she's feeling sad I'm gonna baptize you in fire so you can sin no more I'm gonna establish my rule through civil war Gonna make you see just how loyal and true a man can be
